10 90.9
66692 66.2
133374 65.0
200056 64.4
266738 63.8
333420 62.7
400102 60.8
466784 60.5
533466 59.8
600148 59.1
666830 58.4
733512 57.7
800194 57.0
866876 56.3
933558 55.7
1000240 55.0
1066922 54.4
1133604 53.8
1200286 53.1
1266968 52.4
1333650 51.7
1400332 51.1
1467014 49.9
1533696 48.7
1600378 42.3
1667060 38.0
1733742 37.4
1800424 36.4
1867106 35.3
1933788 34.3
2000470 33.8
2067152 33.2
2133834 32.7
2200516 32.2
2267198 31.7
2333880 31.2
2400562 30.6
2467244 27.9
2533926 27.4
2600608 27.3
2667290 27.2
2733972 27.2
