10 90.9
66692 66.2
133374 65.0
200056 64.4
266738 63.8
333420 62.6
400102 60.8
466784 60.5
533466 59.8
600148 59.1
666830 58.4
733512 57.6
800194 56.9
866876 56.3
933558 55.6
1000240 55.0
1066922 54.3
1133604 53.7
1200286 53.1
1266968 52.3
1333650 51.6
1400332 51.0
1467014 49.7
1533696 48.5
1600378 41.2
1667060 37.9
1733742 37.2
1800424 36.1
1867106 35.0
1933788 34.1
2000470 33.6
2067152 33.1
2133834 32.5
2200516 32.0
2267198 31.5
2333880 31.0
2400562 30.4
2467244 27.7
2533926 27.4
2600608 27.3
2667290 27.2
2733972 27.2
