10 90.9
66692 66.3
133374 65.0
200056 64.5
266738 63.4
333420 61.9
400102 61.3
466784 60.7
533466 59.9
600148 59.0
666830 58.2
733512 57.4
800194 56.5
866876 55.8
933558 55.1
1000240 54.3
1066922 53.5
1133604 52.8
1200286 52.0
1266968 51.2
1333650 50.4
1400332 49.3
1467014 47.7
1533696 46.9
1600378 42.7
1667060 41.4
1733742 40.4
1800424 39.7
1867106 38.9
1933788 36.6
2000470 35.4
2067152 33.4
2133834 30.8
2200516 30.1
2267198 29.5
2333880 29.0
2400562 28.4
2467244 27.6
2533926 27.3
2600608 27.3
2667290 27.2
2733972 27.2
