10 90.9
66692 66.2
133374 65.0
200056 64.4
266738 63.5
333420 61.9
400102 60.9
466784 60.5
533466 59.7
600148 58.9
666830 58.2
733512 57.3
800194 56.6
866876 55.9
933558 55.2
1000240 54.5
1066922 53.9
1133604 53.2
1200286 52.5
1266968 51.7
1333650 51.0
1400332 50.3
1467014 48.5
1533696 47.5
1600378 44.9
1667060 37.0
1733742 35.8
1800424 34.6
1867106 33.9
1933788 33.3
2000470 32.7
2067152 32.2
2133834 31.6
2200516 31.1
2267198 30.5
2333880 29.9
2400562 29.3
2467244 27.8
2533926 27.4
2600608 27.2
2667290 27.2
2733972 27.2
