10 90.9
66692 66.2
133374 65.0
200056 64.5
266738 63.4
333420 61.7
400102 61.0
466784 60.6
533466 59.8
600148 58.9
666830 58.1
733512 57.3
800194 56.5
866876 55.8
933558 55.1
1000240 54.4
1066922 53.7
1133604 53.0
1200286 52.3
1266968 51.5
1333650 50.7
1400332 50.0
1467014 48.1
1533696 47.3
1600378 42.4
1667060 39.8
1733742 38.6
1800424 37.5
1867106 36.5
1933788 35.4
2000470 32.4
2067152 31.8
2133834 31.3
2200516 30.7
2267198 30.1
2333880 29.5
2400562 28.9
2467244 27.8
2533926 27.3
2600608 27.2
2667290 27.2
2733972 27.2
