10 90.9
66692 66.2
133374 65.0
200056 64.4
266738 63.6
333420 62.4
400102 60.8
466784 60.5
533466 59.8
600148 59.0
666830 58.2
733512 57.5
800194 56.8
866876 56.1
933558 55.4
1000240 54.8
1066922 54.1
1133604 53.5
1200286 52.8
1266968 52.1
1333650 51.4
1400332 50.7
1467014 49.4
1533696 48.1
1600378 42.4
1667060 37.5
1733742 36.6
1800424 35.5
1867106 34.4
1933788 33.8
2000470 33.2
2067152 32.7
2133834 32.2
2200516 31.6
2267198 31.1
2333880 30.5
2400562 29.9
2467244 27.8
2533926 27.4
2600608 27.3
2667290 27.2
2733972 27.2
