10 90.9
66692 66.3
133374 65.0
200056 64.4
266738 63.9
333420 62.8
400102 60.9
466784 60.5
533466 60.0
600148 59.3
666830 58.6
733512 57.9
800194 57.2
866876 56.6
933558 55.9
1000240 55.2
1066922 54.7
1133604 54.1
1200286 53.4
1266968 52.7
1333650 52.0
1400332 51.5
1467014 50.3
1533696 49.5
1600378 45.3
1667060 38.5
1733742 37.8
1800424 37.2
1867106 36.2
1933788 35.3
2000470 34.3
2067152 33.8
2133834 33.3
2200516 32.8
2267198 32.3
2333880 31.8
2400562 31.3
2467244 28.4
2533926 27.4
2600608 27.3
2667290 27.2
2733972 27.2
