10 88.9
1627501 66.0
3254992 64.7
4882483 63.2
6509974 61.9
8137465 60.3
9764956 58.5
11392447 57.4
13019938 56.0
14647429 53.7
16274920 52.5
17902411 51.4
19529902 50.3
21157393 48.6
22784884 47.7
24412375 46.9
26039866 46.5
27667357 46.2
29294848 45.9
30922339 43.3
32549830 42.5
34177321 41.9
35804812 41.7
37432303 41.7
39059794 41.6
40687285 41.5
42314776 41.2
43942267 40.9
45569758 40.9
47197249 40.9
48824740 40.9
50452231 40.8
52079722 40.8
53707213 40.8
55334704 40.8
56962195 40.8
58589686 40.8
60217177 40.8
61844668 40.8
63472159 40.8
65099650 40.8
66727141 40.8
68354632 40.8
69982123 40.8
71609614 40.8
73237105 40.8
74864596 40.7
76492087 40.7
78119578 40.7
79747069 40.7
81374560 40.7
83002051 40.7
