422462	82.7984
844924	83.1959
1267386	83.5143
1689848	83.7726
2112310	84.1821
2534772	84.3956
2957234	84.643
3379696	84.7876
3802158	85.0141
4224620	85.4134
4647082	85.7098
5069544	86.2188
5492006	87.0202
5914468	87.8058
6336930	87.8961
6759392	87.9157
7181854	88.5414
7604316	89.0995
8026778	89.2595
8449240	89.2759
8871702	89.2922
9294164	89.3035
9716626	89.323
10139088	89.3305
10561550	89.3472
10984012	89.3613
11406474	89.3649
11828936	89.367
12251398	89.3854
12673860	89.3868
13096322	89.4053
13518784	89.4053
13941246	89.4064
14363708	89.4064
14786170	89.4065
15208632	89.4065
15631094	89.4176
16053556	89.4176
16476018	89.4176
16898480	89.4182
17320942	89.4182
17743404	89.4182
18165866	89.4182
18588328	89.4183
19010790	89.4193
19433252	89.4193
19855714	89.4193
20278176	89.4222
20700638	89.4222
21123100	89.4224
