      422462 82.857561
      844924 83.249249
     1267386 83.559856
     1689848 84.074700
     2112310 84.578047
     2534772 85.323850
     2957234 85.975526
     3379696 86.373852
     3802158 86.609410
     4224620 86.752674
     4647082 86.998879
     5069544 87.294637
     5492006 87.501484
     5914468 87.866355
     6336930 88.289233
     6759392 88.401949
     7181854 88.709879
     7604316 89.129768
     8026778 89.196109
     8449240 89.208277
     8871702 89.251708
     9294164 89.284701
     9716626 89.365474
    10139088 89.368702
    10561550 89.370716
    10984012 89.384107
    11406474 89.387445
    11828936 89.388290
    12251398 89.391467
    12673860 89.399068
    13096322 89.408389
    13518784 89.408487
    13941246 89.408488
    14363708 89.408917
    14786170 89.408917
    15208632 89.409110
    15631094 89.409952
    16053556 89.412741
    16476018 89.412741
    16898480 89.418708
    17320942 89.418708
    17743404 89.418731
    18165866 89.419177
    18588328 89.419177
    19010790 89.419199
    19433252 89.419982
    19855714 89.419982
    20278176 89.422273
    20700638 89.422273
    21123100 89.422351
