       27921 80.132202
       55842 80.171450
       83763 80.198395
      111684 80.214515
      139605 81.814240
      167526 82.197623
      195447 82.236587
      223368 82.646181
      251289 82.762018
      279210 82.789583
      307131 82.800892
      335052 82.809604
      362973 82.813075
      390894 82.817098
      418815 82.358512
      446736 82.368665
      474657 82.376651
      502578 81.586576
      530499 81.582706
      558420 81.574502
      586341 81.942257
      614262 82.517055
      642183 88.039368
      670104 89.026550
      698025 89.179946
      725946 89.329182
      753867 89.676671
      781788 89.671180
      809709 89.661188
      837630 89.722937
      865551 89.798803
      893472 89.957907
      921393 90.024116
      949314 90.098990
      977235 90.446850
     1005156 90.761943
     1033077 89.404716
     1060998 89.825611
     1088919 89.570658
     1116840 90.115294
     1144761 90.553573
     1172682 91.087407
     1200603 91.495661
     1228524 94.436337
     1256445 94.449134
     1284366 94.450298
     1312287 94.459521
     1340208 94.483697
     1368129 94.491351
     1396050 94.548398
