10 8.4
1627501 33.4
3254992 35.1
4882483 37.1
6509974 39.6
8137465 43.4
9764956 45.8
11392447 48.3
13019938 50.2
14647429 51.7
16274920 52.3
17902411 52.5
19529902 52.6
21157393 52.6
22784884 52.7
24412375 52.9
26039866 52.9
27667357 53.0
29294848 53.2
30922339 53.8
32549830 54.5
34177321 55.2
35804812 55.7
37432303 56.4
39059794 57.1
40687285 57.7
42314776 58.0
43942267 58.2
45569758 58.4
47197249 58.7
48824740 59.1
50452231 59.2
52079722 59.2
53707213 59.2
55334704 59.2
56962195 59.2
58589686 59.2
60217177 59.2
61844668 59.2
63472159 59.2
65099650 59.2
66727141 59.2
68354632 59.2
69982123 59.2
71609614 59.2
73237105 59.2
74864596 59.3
76492087 59.3
78119578 59.3
79747069 59.3
81374560 59.3
83002051 59.3
