40343	49.6832
80686	50.1097
121029	50.2172
161372	50.8817
201715	51.5182
242058	52.0137
282401	52.1844
322744	53.3131
363087	54.1484
403430	54.8223
443773	55.7362
484116	56.3664
524459	56.8717
564802	56.9054
605145	57.0302
645488	57.3456
685831	57.601
726174	57.7999
766517	57.8081
806860	57.8109
847203	59.9429
887546	60.149
927889	59.465
968232	59.5637
1008575	59.6373
1048918	59.72
1089261	59.7886
1129604	59.9351
1169947	60.0486
1210290	60.1766
1250633	60.2826
1290976	60.7866
1331319	61.3332
1371662	61.8648
1412005	62.3393
1452348	62.8376
1492691	63.3798
1533034	63.9145
1573377	63.8816
1613720	64.3848
1654063	66.9759
1694406	68.2749
1734749	69.4241
1775092	70.7136
1815435	75.5563
1855778	79.2438
1896121	79.3658
1936464	79.3838
1976807	79.3938
2017150	79.4254
