10 2.9
472690 29.6
945370 32.3
1418050 34.1
1890730 35.1
2363410 35.9
2836090 36.4
3308770 36.8
3781450 37.2
4254130 37.5
4726810 37.8
5199490 38.0
5672170 38.3
6144850 38.6
6617530 39.1
7090210 40.3
7562890 41.6
8035570 43.7
8508250 45.7
8980930 47.5
9453610 49.2
9926290 50.8
10398970 52.2
10871650 54.2
11344330 56.1
11817010 57.7
12289690 59.5
12762370 61.7
13235050 65.6
13707730 73.1
14180410 75.1
14653090 77.1
15125770 78.3
15598450 79.4
16071130 80.2
16543810 80.9
17016490 81.6
17489170 82.9
17961850 84.5
18434530 86.0
18907210 86.5
19379890 87.1
19852570 88.0
20325250 89.1
20797930 90.1
21270610 90.8
21743290 91.4
22215970 91.9
22688650 92.1
23161330 92.2
23634010 92.2
24106690 92.2
