10 11.6
53355 33.2
106700 33.8
160045 34.6
213390 35.4
266735 35.9
320080 36.7
373425 36.9
426770 36.9
480115 36.9
533460 37.0
586805 37.1
640150 37.3
693495 37.7
746840 38.0
800185 38.3
853530 38.6
906875 38.7
960220 38.9
1013565 39.8
1066910 40.5
1120255 40.8
1173600 41.3
1226945 42.3
1280290 42.9
1333635 43.2
1386980 43.5
1440325 44.2
1493670 44.9
1547015 45.5
1600360 46.1
1653705 46.8
1707050 47.3
1760395 47.9
1813740 48.2
1867085 49.8
1920430 50.5
1973775 51.0
2027120 51.5
2080465 52.7
2133810 53.3
2187155 53.9
2240500 59.5
2293845 61.2
2347190 62.5
2400535 71.4
2453880 72.6
2507225 72.6
2560570 72.7
2613915 72.7
2667260 72.8
2720605 72.8
