10 91.5
136481 77.6
272952 77.4
409423 73.4
545894 72.2
682365 70.1
818836 68.7
955307 67.2
1091778 65.8
1228249 64.3
1364720 62.9
1501191 61.4
1637662 59.7
1774133 57.5
1910604 55.1
2047075 52.8
2183546 50.4
2320017 48.0
2456488 45.6
2592959 41.7
2729430 40.2
2865901 38.2
3002372 36.2
3138843 34.3
3275314 32.3
3411785 30.4
3548256 28.3
3684727 24.9
3821198 23.8
3957669 23.1
4094140 23.0
4230611 22.8
4367082 22.6
4503553 22.4
4640024 22.2
4776495 22.1
4912966 22.0
5049437 22.0
5185908 21.9
5322379 21.6
5458850 21.3
5595321 21.3
