10 91.5
136481 77.8
272952 77.6
409423 74.3
545894 72.8
682365 70.9
818836 69.3
955307 67.2
1091778 65.5
1228249 63.3
1364720 61.6
1501191 59.5
1637662 56.9
1774133 54.3
1910604 51.6
2047075 49.0
2183546 46.4
2320017 43.7
2456488 40.7
2592959 38.2
2729430 36.0
2865901 33.9
3002372 31.7
3138843 29.5
3275314 27.3
3411785 26.0
3548256 25.1
3684727 25.0
3821198 24.8
3957669 24.6
4094140 24.4
4230611 24.2
4367082 24.0
4503553 23.8
4640024 23.6
4776495 23.5
4912966 22.0
5049437 21.5
5185908 21.4
5322379 21.3
5458850 21.3
5595321 21.3
