10 91.5
136481 77.7
272952 77.4
409423 73.6
545894 72.5
682365 70.8
818836 68.9
955307 67.1
1091778 65.1
1228249 63.5
1364720 61.9
1501191 60.2
1637662 58.0
1774133 55.5
1910604 52.9
2047075 50.3
2183546 47.8
2320017 45.2
2456488 42.5
2592959 39.5
2729430 37.4
2865901 35.3
3002372 33.2
3138843 31.1
3275314 29.0
3411785 27.0
3548256 25.9
3684727 24.2
3821198 24.0
3957669 23.8
4094140 23.6
4230611 23.4
4367082 23.2
4503553 23.0
4640024 22.1
4776495 22.0
4912966 21.9
5049437 21.7
5185908 21.4
5322379 21.3
5458850 21.3
5595321 21.3
