10 91.5
136481 77.6
272952 77.4
409423 73.6
545894 72.5
682365 70.4
818836 68.5
955307 66.8
1091778 65.2
1228249 63.7
1364720 62.2
1501191 60.6
1637662 58.8
1774133 56.1
1910604 53.5
2047075 51.0
2183546 48.5
2320017 45.9
2456488 43.4
2592959 40.2
2729430 38.2
2865901 36.1
3002372 34.1
3138843 32.0
3275314 30.0
3411785 27.9
3548256 26.2
3684727 24.5
3821198 23.9
3957669 23.7
4094140 23.5
4230611 22.7
4367082 22.5
4503553 22.3
4640024 22.1
4776495 22.0
4912966 21.9
5049437 21.9
5185908 21.5
5322379 21.3
5458850 21.3
5595321 21.3
