10 91.5
136481 77.7
272952 77.5
409423 73.8
545894 72.6
682365 70.8
818836 69.2
955307 67.6
1091778 65.4
1228249 63.3
1364720 61.7
1501191 59.8
1637662 57.5
1774133 54.9
1910604 52.3
2047075 49.7
2183546 47.1
2320017 44.4
2456488 41.7
2592959 38.8
2729430 36.7
2865901 34.6
3002372 32.4
3138843 30.2
3275314 28.1
3411785 26.3
3548256 25.4
3684727 24.6
3821198 24.3
3957669 24.0
4094140 23.8
4230611 23.6
4367082 23.4
4503553 23.2
4640024 23.0
4776495 22.8
4912966 22.1
5049437 21.5
5185908 21.4
5322379 21.4
5458850 21.3
5595321 21.3
