10 91.5
136481 77.6
272952 77.4
409423 73.6
545894 72.4
682365 70.3
818836 68.4
955307 66.9
1091778 65.3
1228249 63.8
1364720 62.4
1501191 60.7
1637662 59.1
1774133 56.3
1910604 53.8
2047075 51.4
2183546 48.9
2320017 46.3
2456488 43.9
2592959 40.6
2729430 38.6
2865901 36.6
3002372 34.5
3138843 32.5
3275314 30.5
3411785 28.4
3548256 26.6
3684727 24.6
3821198 23.9
3957669 23.7
4094140 22.9
4230611 22.7
4367082 22.5
4503553 22.3
4640024 22.2
4776495 22.0
4912966 22.0
5049437 21.9
5185908 21.7
5322379 21.3
5458850 21.3
5595321 21.3
