10 91.5
136481 77.8
272952 77.6
409423 75.0
545894 72.9
682365 71.1
818836 69.5
955307 67.5
1091778 65.8
1228249 63.7
1364720 61.5
1501191 59.6
1637662 56.8
1774133 54.0
1910604 51.3
2047075 48.6
2183546 46.0
2320017 43.3
2456488 40.3
2592959 37.9
2729430 35.7
2865901 33.5
3002372 31.3
3138843 29.1
3275314 27.1
3411785 25.9
3548256 25.2
3684727 25.0
3821198 24.8
3957669 24.6
4094140 24.5
4230611 24.3
4367082 24.1
4503553 23.9
4640024 23.7
4776495 23.3
4912966 22.0
5049437 21.8
5185908 21.6
5322379 21.3
5458850 21.3
5595321 21.3
