10 91.5
136481 77.6
272952 77.4
409423 73.6
545894 72.2
682365 70.0
818836 68.5
955307 67.0
1091778 65.6
1228249 64.1
1364720 62.6
1501191 61.1
1637662 59.3
1774133 56.9
1910604 54.5
2047075 52.0
2183546 49.6
2320017 47.2
2456488 44.7
2592959 41.2
2729430 39.4
2865901 37.4
3002372 35.4
3138843 33.4
3275314 31.4
3411785 29.4
3548256 27.3
3684727 25.0
3821198 24.2
3957669 23.1
4094140 22.9
4230611 22.7
4367082 22.6
4503553 22.4
4640024 22.2
4776495 22.1
4912966 22.0
5049437 21.9
5185908 21.8
5322379 21.7
5458850 21.3
5595321 21.3
